KPI_SK,KPI_DATAELEMENT_SK,KPI_NAME,KPI_DESC,KPI_DATAELEMENT_NAME,KPI_GROUP,KPI_LEVEL,NUMERIC_VALUE,UOM,PERIOD,START_DATE,END_DATE,TARGET_VALUE,TRENDING_DIRECTION,PRIORITY_OUTCOME,PRIORITY_OUTCOME_DESC,PRIORITY_NAME,PRIORITY_AREA_NAME,PRIORITY_AREA_DESC
189,2694, Own-source revenue as a percentage of total revenues,"Total amount of own source income - taxes, permits, fees, charges, compared to all revenue sources - provincial and federal sources (Municipal data)",Current  Own-source revenue as a percentage of total revenues,,1,85.61,%,2020,1/4/2020,31/03/2021,,MONITOR,Financially Prepared,"Finances are planned and managed to ensure sustainability, support growth, and deliver quality municipal services.",Admin Priority,Responsible Administration ,"The municipality enables appropriate stewardship of municipal affairs by being well-managed, financially prepared, and community-focused."
190,2696,Tax collected as a percentage of tax billed,Total revenue by tax collection compared to taxes billed (Municipal data),Current Tax collected as a percentage of tax billed,,1,95.78,%,2020,1/4/2020,31/03/2021,,UP,Well Managed,Appropriate stewardship of municipal affairs inspires the trust and confidence of residents.,Admin Priority,Responsible Administration ,"The municipality enables appropriate stewardship of municipal affairs by being well-managed, financially prepared, and community-focused."
191,2698,"Total Urban agriculture per 100,000 population (hectares/100000)",Total designated agricultural area used for food production per 100 000 population (Municipal data),"Current Total Urban agriculture per 100,000 population (hectares/100000)",,1,2761.25,ha/100000,2020,1/4/2020,31/03/2021,,MONITOR,Holistic Planning,"Comprehensive integrated planning is undertaken in consideration of the economic, social and environmental implications of how our communities grow and develop.",Council Priority,Prosperous Economy,"A prosperous and growing economy positions the municipality as a business and tourism destination of choice, with economic opportunities for all."
192,2700,Percentage compliance rate of drinking water quality ,Number of compliant tests compared to total tests performed (Halifax Water data),Current Percentage compliance rate of drinking water quality ,,1,97.21,%,2020,1/4/2020,31/03/2021,,UP,Climate Resilience,"Communities, infrastructure, and natural systems are prepared to withstand and recover quickly from climate impacts.",Council Priority,Environment,Leadership in climate change action and environmental protection - both as an organization and a region.
193,2702,Total water consumption per capita (litres/day),Total average amount of residential water consumed per day per person  (Halifax Water data),Current Total water consumption per capita (litres/day),,1,144.89,L/day/capita,2020,1/4/2020,31/03/2021,,DOWN,Climate Resilience,"Communities, infrastructure, and natural systems are prepared to withstand and recover quickly from climate impacts.",Council Priority,Environment,Leadership in climate change action and environmental protection - both as an organization and a region.
194,2704,Percentage of total end-use energy derived from renewable sources,Percentage of total end-use energy derived from renewable sources (Nova Scotia Power data),Current Percentage of total end-use energy derived from renewable sources,,1,29.12,%,2020,1/4/2020,31/03/2021,,UP,Net-Zero Emissions ,Achieve net zero municipal operations emissions by 2030 and strive for community-wide emission reductions of 75% by 2030 and net-zero by 2050.,Council Priority,Environment,Leadership in climate change action and environmental protection - both as an organization and a region.
195,2706,Total energy consumption of public buildings per year (Gj/sq.m),Total end-use of energy in Municipally owned buildings per square meter floor space (Municipal data),Current Total energy consumption of public buildings per year (Gj/sq.m),,1,1.14,GJ/m2,2020,1/4/2020,31/03/2021,,DOWN,Net-Zero Emissions ,Achieve net zero municipal operations emissions by 2030 and strive for community-wide emission reductions of 75% by 2030 and net-zero by 2050.,Council Priority,Environment,Leadership in climate change action and environmental protection - both as an organization and a region.
196,2708,Greenhouse gas emissions (tonnes per capita),Total greenhouse gases in tonnes -CO2 equivalent units generated by all activities within the Municipality per capita (Municipal data),Current Greenhouse gas emissions (tonnes per capita),,1,9.31,t/capita,2020,1/4/2020,31/03/2021,,DOWN,Net-Zero Emissions ,Achieve net zero municipal operations emissions by 2030 and strive for community-wide emission reductions of 75% by 2030 and net-zero by 2050.,Council Priority,Environment,Leadership in climate change action and environmental protection - both as an organization and a region.
197,2710,Green area per 100 000 population (hectares),Total green are in the Municipality per 100 000 population (Municipal data),Current Green area per 100 000 population (hectares),,1,124255,ha/100000,2020,1/4/2020,31/03/2021,,MONITOR,Protected & Sustainable Environment,"Healthy and protected ecosystems support biodiversity and connected habitats, and enhanced quality of life.",Council Priority,Environment,Leadership in climate change action and environmental protection - both as an organization and a region.
198,2712,Total end-use energy consumption per capita (Gigajoules/year),Total end-use energy consumption (all fuel types) by the Municipality per 100 000 population (Nova Scotia Power data),Current Total end-use energy consumption per capita (Gigajoules/year),,1,131.56,GJ/capita/year,2020,1/4/2020,31/03/2021,,DOWN,Net-Zero Emissions ,Achieve net zero municipal operations emissions by 2030 and strive for community-wide emission reductions of 75% by 2030 and net-zero by 2050.,Council Priority,Environment,Leadership in climate change action and environmental protection - both as an organization and a region.
199,2714,Percentage of areas designated for natural protection,Total land area designated for natural protection compared to total Municipal land are (Municipal data),Current Percentage of areas designated for natural protection,,1,18.27,%,2020,1/4/2020,31/03/2021,,MONITOR,Protected & Sustainable Environment,"Healthy and protected ecosystems support biodiversity and connected habitats, and enhanced quality of life.",Council Priority,Environment,Leadership in climate change action and environmental protection - both as an organization and a region.
200,2716,City's unemployment rate (Percentage),Number of unemployed persons compared to available labour force size (Statistics Canada data),Current City's unemployment rate (Percentage),,1,5.8,%,2019,1/4/2019,31/03/2020,,DOWN,Talent Attraction & Retention ,A welcoming community that attracts and retains the world’s talent.,Council Priority,Prosperous Economy,"A prosperous and growing economy positions the municipality as a business and tourism destination of choice, with economic opportunities for all."
200,2716,City's unemployment rate (Percentage),Number of unemployed persons compared to available labour force size (Statistics Canada data),Current City's unemployment rate (Percentage),,1,6,%,2018,1/4/2018,31/03/2019,,DOWN,Talent Attraction & Retention ,A welcoming community that attracts and retains the world’s talent.,Council Priority,Prosperous Economy,"A prosperous and growing economy positions the municipality as a business and tourism destination of choice, with economic opportunities for all."
200,2716,City's unemployment rate (Percentage),Number of unemployed persons compared to available labour force size (Statistics Canada data),Current City's unemployment rate (Percentage),,1,8.7,%,2020,1/4/2020,31/03/2021,,DOWN,Talent Attraction & Retention ,A welcoming community that attracts and retains the world’s talent.,Council Priority,Prosperous Economy,"A prosperous and growing economy positions the municipality as a business and tourism destination of choice, with economic opportunities for all."
